context,donor,projectCode,projectTitle,projectOwner,projectOwnerType,implementingPartner,implementingPartnerType,cluster,activity,startDate,endDate,status,province,district,activityTargetNumber,activityAchievedNumber,activityUnit,familiesTarget,woomenTarget,menTartet,girlsTarget,boysTarget,otherBeneficiariesTarget,families,women,men,girls,boys,otherBeneficiaries,distCode
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,26,26,NFI kit distribution,26,33,30,48,46, -   ,26,33,30,48,46, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,7,7,NFI kit distribution,7,9,8,13,12, -   ,7,9,8,13,12, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,1,1,NFI kit distribution,1,1,1,2,2, -   ,1,1,1,2,2, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,2,2,NFI kit distribution,2,3,2,4,4, -   ,2,3,2,4,4, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,2,2,NFI kit distribution,2,3,2,4,4, -   ,2,3,2,4,4, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,55,55,NFI kit distribution,55,69,63,101,97, -   ,55,69,63,101,97, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,9,9,NFI kit distribution,9,11,10,17,16, -   ,9,11,10,17,16, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,25,25,NFI kit distribution,25,32,29,46,44, -   ,25,32,29,46,44, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,4,4,NFI kit distribution,4,5,5,7,7, -   ,4,5,5,7,7, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,1,1,NFI kit distribution,1,1,1,2,2, -   ,1,1,1,2,2, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,92,92,NFI kit distribution,92,116,105,169,162, -   ,92,116,105,169,162, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,12,12,NFI kit distribution,12,15,14,22,21, -   ,12,15,14,22,21, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,52,52,NFI kit distribution,52,66,59,95,92, -   ,52,66,59,95,92, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,207,207,NFI kit distribution,207,261,236,380,365, -   ,207,261,236,380,365, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,28,28,NFI kit distribution,28,35,32,51,49, -   ,28,35,32,51,49, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,51,51,NFI kit distribution,51,64,58,94,90, -   ,51,64,58,94,90, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,2,2,NFI kit distribution,2,3,2,4,4, -   ,2,3,2,4,4, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,70,70,NFI kit distribution,70,88,80,129,123, -   ,70,88,80,129,123, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,9,9,NFI kit distribution,9,11,10,17,16, -   ,9,11,10,17,16, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,2,2,NFI kit distribution,2,3,2,4,4, -   ,2,3,2,4,4, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,77,77,NFI kit distribution,77,97,88,141,136, -   ,77,97,88,141,136, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,37,37,NFI kit distribution,37,47,42,68,65, -   ,37,47,42,68,65, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,29,29,NFI kit distribution,29,37,33,53,51, -   ,29,37,33,53,51, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,161,161,NFI kit distribution,161,203,184,296,284, -   ,161,203,184,296,284, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,88,88,NFI kit distribution,88,111,100,162,155, -   ,88,111,100,162,155, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,22,22,NFI kit distribution,22,28,25,40,39, -   ,22,28,25,40,39, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,118,118,NFI kit distribution,118,149,135,217,208, -   ,118,149,135,217,208, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,75,75,NFI kit distribution,75,95,86,138,132, -   ,75,95,86,138,132, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,33,33,NFI kit distribution,33,42,38,61,58, -   ,33,42,38,61,58, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,87,87,NFI kit distribution,87,110,99,160,153, -   ,87,110,99,160,153, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,1,1,NFI kit distribution,1,1,1,2,2, -   ,1,1,1,2,2, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,2,2,NFI kit distribution,2,3,2,4,4, -   ,2,3,2,4,4, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,2,2,NFI kit distribution,2,3,2,4,4, -   ,2,3,2,4,4, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,209,209,NFI kit distribution,209,263,238,384,369, -   ,209,263,238,384,369, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,29,29,NFI kit distribution,29,37,33,53,51, -   ,29,37,33,53,51, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,74,74,NFI kit distribution,74,93,84,136,131, -   ,74,93,84,136,131, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,1,1,NFI kit distribution,1,1,1,2,2, -   ,1,1,1,2,2, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,24,24,NFI kit distribution,24,30,27,44,42, -   ,24,30,27,44,42, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,2,2,NFI kit distribution,2,3,2,4,4, -   ,2,3,2,4,4, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,10,10,NFI kit distribution,10,13,11,18,18, -   ,10,13,11,18,18, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,34,34,NFI kit distribution,34,43,39,62,60, -   ,34,43,39,62,60, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,127,127,NFI kit distribution,127,160,145,233,224, -   ,127,160,145,233,224, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,82,82,NFI kit distribution,82,103,93,151,145, -   ,82,103,93,151,145, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,28,28,NFI kit distribution,28,35,32,51,49, -   ,28,35,32,51,49, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,34,34,NFI kit distribution,34,43,39,62,60, -   ,34,43,39,62,60, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,18,18,NFI kit distribution,18,23,21,33,32, -   ,18,23,21,33,32, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,53,53,NFI kit distribution,53,67,60,97,93, -   ,53,67,60,97,93, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,1,1,NFI kit distribution,1,1,1,2,2, -   ,1,1,1,2,2, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,10,10,NFI kit distribution,10,13,11,18,18, -   ,10,13,11,18,18, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,217,217,NFI kit distribution,217,273,247,398,383, -   ,217,273,247,398,383, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,78,78,NFI kit distribution,78,98,89,143,138, -   ,78,98,89,143,138, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,176,176,NFI kit distribution,176,222,201,323,310, -   ,176,222,201,323,310, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,59,59,NFI kit distribution,59,74,67,108,104, -   ,59,74,67,108,104, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,133,133,NFI kit distribution,133,168,152,244,235, -   ,133,168,152,244,235, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,77,77,NFI kit distribution,77,97,88,141,136, -   ,77,97,88,141,136, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,27,27,NFI kit distribution,27,34,31,50,48, -   ,27,34,31,50,48, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,20,20,NFI kit distribution,20,25,23,37,35, -   ,20,25,23,37,35, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,9,9,NFI kit distribution,9,11,10,17,16, -   ,9,11,10,17,16, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,13,13,NFI kit distribution,13,16,15,24,23, -   ,13,16,15,24,23, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,45,45,NFI kit distribution,45,57,51,83,79, -   ,45,57,51,83,79, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,67,67,NFI kit distribution,67,84,76,123,118, -   ,67,84,76,123,118, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,45,45,NFI kit distribution,45,57,51,83,79, -   ,45,57,51,83,79, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,9,9,NFI kit distribution,9,11,10,17,16, -   ,9,11,10,17,16, -   ,211
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,21,21,NFI kit distribution,21,26,24,39,37, -   ,21,26,24,39,37, -   ,218
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,2,2,NFI kit distribution,2,3,2,4,4, -   ,2,3,2,4,4, -   ,218
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,10,10,NFI kit distribution,10,13,11,18,18, -   ,10,13,11,18,18, -   ,218
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Nowshera,22,22,NFI kit distribution,22,28,25,40,39, -   ,22,28,25,40,39, -   ,218
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,57,57,NFI kit distribution,57,72,65,105,101, -   ,57,72,65,105,101, -   ,219
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,9,9,NFI kit distribution,9,11,10,17,16, -   ,9,11,10,17,16, -   ,219
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,289,289,NFI kit distribution,289,364,329,531,510, -   ,289,364,329,531,510, -   ,219
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,125,125,NFI kit distribution,125,158,143,230,221, -   ,125,158,143,230,221, -   ,219
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,566,566,NFI kit distribution,566,713,645,"1,039",998, -   ,566,713,645,"1,039",998, -   ,219
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,48,48,NFI kit distribution,48,60,55,88,85, -   ,48,60,55,88,85, -   ,219
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,125,125,NFI kit distribution,125,158,143,230,221, -   ,125,158,143,230,221, -   ,219
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,134,134,NFI kit distribution,134,169,153,246,236, -   ,134,169,153,246,236, -   ,219
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,32,32,NFI kit distribution,32,40,36,59,56, -   ,32,40,36,59,56, -   ,219
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,124,124,NFI kit distribution,124,156,141,228,219, -   ,124,156,141,228,219, -   ,219
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,19,19,NFI kit distribution,19,24,22,35,34, -   ,19,24,22,35,34, -   ,219
Non SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Emergency Shelter and NFIs,NFI Kit distribution,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,96,96,NFI kit distribution,96,121,109,176,169, -   ,96,121,109,176,169, -   ,219
